panel,segment,from,to,row,col,t_enter,t_exit,elevation_m,point_contact,distance_enter_m,distance_exit_m
1,1,O01,S008,565,659,0.8327871812952564,0.8366994451783942,245.50759887695312,False,6728.179618019609,6759.787230036285
1,1,O01,S008,566,659,0.8288749174121186,0.8327871812952564,237.06053161621094,False,6696.5720060029325,6728.179618019609
1,1,O01,S008,567,659,0.8249626535289809,0.8288749174121186,241.52883911132812,False,6664.964393986257,6696.5720060029325
1,1,O01,S008,568,659,0.82186626406549,0.8249626535289809,236.06332397460938,False,6639.948321518249,6664.964393986257
1,1,O01,S008,568,660,0.8210503896458431,0.82186626406549,235.2439422607422,False,6633.35678196958,6639.948321518249
1,1,O01,S008,569,660,0.8171381257627053,0.8210503896458431,247.95494079589844,False,6601.749169952904,6633.35678196958
1,1,O01,S008,570,660,0.8132258618795675,0.8171381257627053,247.53948974609375,False,6570.141557936227,6601.749169952904
1,1,O01,S008,571,660,0.8093135979964297,0.8132258618795675,245.1039276123047,False,6538.533945919551,6570.141557936227
1,1,O01,S008,572,660,0.8065232400782123,0.8093135979964297,241.39601135253906,False,6515.990336106622,6538.533945919551
1,1,O01,S008,572,661,0.8054013341132918,0.8065232400782123,231.56979370117188,False,6506.926333902875,6515.990336106622
1,1,O01,S008,573,661,0.8014890702301541,0.8054013341132918,229.89999389648438,False,6475.318721886199,6506.926333902875
1,1,O01,S008,574,661,0.7975768063470163,0.8014890702301541,221.8558807373047,False,6443.711109869522,6475.318721886199
1,1,O01,S008,575,661,0.7936645424638785,0.7975768063470163,203.32150268554688,False,6412.103497852846,6443.711109869522
1,1,O01,S008,576,661,0.7911802160909347,0.7936645424638785,200.58766174316406,False,6392.032350694994,6412.103497852846
1,1,O01,S008,576,662,0.7897522785807407,0.7911802160909347,195.0727081298828,False,6380.49588583617,6392.032350694994
1,1,O01,S008,577,662,0.7858400146976029,0.7897522785807407,212.3238067626953,False,6348.888273819493,6380.49588583617
1,1,O01,S008,578,662,0.7819277508144652,0.7858400146976029,218.56076049804688,False,6317.280661802817,6348.888273819493
1,1,O01,S008,579,662,0.7780154869313274,0.7819277508144652,199.82032775878906,False,6285.673049786141,6317.280661802817
1,1,O01,S008,580,662,0.775837192103657,0.7780154869313274,189.5645751953125,False,6268.074365283367,6285.673049786141
